Order_ID,Order_Date,Customer,Product,Region,Quantity,Unit_Price,Sales
1097,2023-08-13,Customer_181,Printer,West,1,73560,73560.0
1098,2023-09-13,Customer_940,Printer,North,8,17977,143816.0
1099,2024-04-20,Customer_684,Keyboard,East,8,66662,533296.0
1100,2024-03-12,Customer_851,Keyboard,West,3,62716,188148.0
1101,2024-04-05,Customer_266,Printer,South,5,68827,344135.0
1102,2024-05-11,Customer_642,Mobile,East,8,10655,85240.0
1103,2024-12-31,Customer_293,Mobile,East,6,42404,254424.0
1104,2024-07-07,Customer_83,Mobile,South,4,50705,202820.0
1105,2024-12-11,Customer_157,Mouse,South,2,54877,109754.0
1106,2024-02-22,Customer_339,Keyboard,West,7,8661,60627.0
1107,2023-07-31,Customer_853,Monitor,West,10,3060,30600.0
1108,2024-08-12,Customer_390,Monitor,North,6,39639,237834.0
1109,2024-02-04,Customer_874,Printer,West,9,72082,648738.0
1110,2024-09-09,Customer_920,Mobile,West,4,36274,145096.0
1111,2024-03-22,Customer_498,Laptop,West,6,53494,320964.0
1112,2023-06-19,Customer_861,Monitor,South,10,70508,705080.0
1113,2023-01-28,Customer_929,Monitor,North,2,56679,113358.0
1114,2023-05-19,Customer_888,Monitor,South,1,34599,34599.0
1115,2024-01-24,Customer_336,Mobile,West,6,44736,268416.0
1116,2024-01-24,Customer_285,Printer,West,5,11235,56175.0
1117,2024-04-26,Customer_20,Mouse,North,6,29889,179334.0
1118,2024-10-27,Customer_71,Printer,North,1,32911,32911.0
1119,2023-07-24,Customer_860,Laptop,South,4,17044,68176.0
1120,2024-04-29,Customer_686,Laptop,South,8,34086,272688.0
1121,2024-01-13,Customer_172,Keyboard,North,3,41268,123804.0
1122,2023-04-21, customer_593 ,Laptop,East,10,49692,496920.0
1123,2024-02-11,Customer_965,Mouse,South,2,78107,156214.0
1124,2024-12-08,Customer_851,Mouse,South,2,40029,80058.0
1125,2024-12-01,Customer_615,Printer,North,10,5883,58830.0
1126,2023-12-22,Customer_546,Monitor,East,2,66817,133634.0
1127,2024-10-25,Customer_350,Laptop,West,8,14333,114664.0
1128,2024-03-19,Customer_984,Tablet,West,3,57580,172740.0
1129,2023-06-30,Customer_752,Keyboard,East,10,71039,710390.0
1130,2024-05-10,Customer_477,Monitor,East,6,32677,196062.0
1131,2023-03-30,Customer_286,Monitor,South,8,75191,601528.0
1132,2024-09-16,Customer_685,Monitor,East,1,65289,65289.0
1133,2023-11-29,Customer_187,Monitor,South,6,34362,
1134,2023-12-15,Customer_287,Keyboard,East,9,1830,16470.0
1135,2024-06-13,Customer_971,Mobile,North,4,53771,215084.0
1136,2024-05-15,Customer_569,Printer,South,8,64832,518656.0
1137,2024-04-03,Customer_812,Laptop,North,5,29545,147725.0
1138,2024-02-19,Customer_709,Mobile,East,10,48868,488680.0
1139,2024-04-29,Customer_567,Keyboard,East,7,72640,508480.0
1140,2023-12-05,Customer_361,Mouse,West,5,40689,203445.0
1141,2023-09-15,Customer_237,Laptop,South,6,16170,97020.0
1142,2024-07-02,Customer_974,Printer,South,4,28861,115444.0
1143,2024-05-10,Customer_284,Mouse,East,2,25943,51886.0
1144,2023-10-31,Customer_233,Tablet,South,5,2354,11770.0
1145,2024-12-26,Customer_547,Mobile,East,1,7646,7646.0
1146,2024-07-20,Customer_300,Mouse,South,8,13946,111568.0
1147,2023-01-13,Customer_588,Tablet,West,8,58233,465864.0
1148,2023-12-15,Customer_189,Laptop,East,8,15453,123624.0
1149,2023-03-08,Customer_411,Monitor,North,10,7526,75260.0
1150,2023-06-05,Customer_153,Printer,East,2,33030,66060.0
1151,2023-05-02,Customer_572,Printer,West,10,78635,786350.0
1152,2024-09-25,Customer_232,Printer,West,8,58528,468224.0
1153,2023-11-01,Customer_881,Keyboard,West,5,75031,375155.0
1154,2024-09-27,Customer_62,Keyboard,North,4,28159,112636.0
1155,2023-09-28,Customer_677,Laptop,South,4,23282,93128.0
1156,2024-07-19,Customer_77,Mobile,North,7,59548,416836.0
1157,2024-12-06,Customer_609,Monitor,East,1,30840,30840.0
1158,2023-10-23,Customer_724,Tablet,West,2,31095,62190.0
1159,2023-09-28,Customer_807,Printer,South,7,15543,108801.0
1160,2024-07-11,Customer_231,Mouse,South,5,19143,95715.0
1161,2023-03-15,Customer_62,Mobile,East,10,75107,751070.0
1162,2023-10-23,Customer_450,Laptop,West,5,53257,266285.0
1163,2023-10-06,Customer_513,Keyboard,West,8,11043,88344.0
1164,2024-09-04,Customer_41,Monitor,East,10,33316,333160.0
1165,2023-01-27,Customer_94,Mobile,North,5,76029,380145.0
1166,2023-02-11,Customer_782,Printer,South,8,68521,548168.0
1167,2024-10-29,Customer_453,Tablet,South,10,57632,576320.0
1168,2024-10-12,Customer_834,Monitor,North,8,46107,368856.0
1169,2024-02-23,Customer_342,Tablet,North,3,43728,131184.0
1170,2024-02-26,Customer_711,Monitor,East,7,72602,508214.0
1171,2023-02-07,Customer_466,Laptop,East,5,42872,214360.0
1172,2023-04-29,Customer_994,Printer,West,9,650,5850.0
1173,2024-11-04,Customer_891,Keyboard,West,7,7604,53228.0
1174,2023-07-12,Customer_531,Tablet,West,8,7264,58112.0
1175,2023-07-28,Customer_274,Keyboard,South,5,57924,289620.0
1176,2024-12-16,Customer_497,Laptop,North,10,31865,318650.0
1177,2024-12-27,Customer_163,Tablet,North,9,53976,485784.0
1178,2023-04-06,Customer_231,Printer,North,8,15896,127168.0
1179,2024-10-25,Customer_853,Mobile,West,5,67198,335990.0
1180,2024-12-23,Customer_280,Monitor,West,8,32446,259568.0
1181,2024-04-12,Customer_565,Mobile,West,4,79061,316244.0
1182,2024-06-04,Customer_765,Mobile,North,5,54887,274435.0
1183,2023-12-15,Customer_957,Printer,East,1,37572,37572.0
1184,2023-11-02, customer_858 ,Keyboard,West,3,59029,177087.0
1185,2024-07-05,Customer_496,Tablet,East,9,71728,645552.0
1186,2024-01-22,Customer_467,Tablet,South,4,75446,301784.0
1187,2024-01-28,Customer_240,Printer,West,1,42204,42204.0
1188,2024-04-29,Customer_723,Printer,West,7,20436,143052.0
1189,2024-05-22,Customer_988,Laptop,South,9,77856,700704.0
1190,2023-12-06,Customer_891,Laptop,West,2,69437,138874.0
1191,2024-04-12,Customer_16,Mouse,South,7,20732,145124.0
1192,2023-03-18,Customer_481,Printer,East,6,52598,315588.0
1193,2024-10-27,Customer_83,Printer,East,9,50308,452772.0
1194,2023-11-21,Customer_642,Mouse,West,9,5205,46845.0
1195,2024-09-24,Customer_71,Mobile,East,4,12346,49384.0
1196,2024-03-20,Customer_101,Printer,North,8,22305,178440.0
1197,2024-12-11,Customer_307,Laptop,North,6,7855,47130.0
1198,2023-10-28,Customer_368,Tablet,West,3,32507,97521.0
1199,2024-06-27,Customer_422,Keyboard,South,3,23446,70338.0
1200,2023-03-22,Customer_625,Printer,West,10,32066,320660.0
1201,2024-05-24,Customer_935,Keyboard,South,4,60943,243772.0
1202,2024-10-15,Customer_261,Monitor,East,1,61481,61481.0
1203,2023-10-22,Customer_694,Keyboard,South,2,58398,116796.0
1204,2023-12-20,Customer_602,Tablet,West,5,60378,301890.0
1205,2023-11-06,Customer_204,Monitor,West,2,31591,63182.0
1206,2024-01-26,Customer_586,Tablet,East,5,3375,16875.0
1207,2024-11-05,Customer_406,Tablet,North,10,6928,69280.0
1208,2024-09-12,Customer_764,Monitor,East,4,46679,186716.0
1209,2023-08-13,Customer_652,Mobile,East,3,13235,39705.0
1210,2024-10-04,Customer_662,Laptop,East,8,4873,38984.0
1211,2024-08-16,Customer_374,Mouse,South,2,39180,78360.0
1212,2023-12-01,Customer_766,Monitor,South,4,17822,71288.0
1213,2024-07-06,Customer_898,Tablet,East,3,34181,102543.0
1214,2024-05-08,Customer_991,Printer,East,6,15595,93570.0
1215,2024-04-24,Customer_987,Laptop,South,4,52589,210356.0
1216,2024-07-24,Customer_375,Laptop,West,1,35163,35163.0
1217,2024-07-03,Customer_127,Monitor,East,5,77119,385595.0
1218,2024-01-26,Customer_843,Mouse,East,2,31147,62294.0
1219,2024-04-27,Customer_26,Keyboard,East,10,29515,295150.0
1220,2024-10-25,Customer_65,Mouse,West,5,54016,270080.0
1221,2023-04-30,Customer_144,Laptop,North,5,65069,325345.0
1222,2023-04-29,Customer_100,Mobile,South,7,59959,419713.0
1223,2024-01-15,Customer_687,Mouse,West,10,20753,207530.0
1224,2024-02-29,Customer_671,Laptop,West,10,53992,539920.0
1225,2023-10-14,Customer_34,Mouse,East,4,58615,234460.0
1226,2024-03-31,Customer_974,Mobile,East,2,48647,97294.0
1227,2024-07-11,Customer_924,Mouse,East,1,52684,52684.0
1228,2023-10-10,Customer_195,Laptop,West,2,28301,56602.0
1229,2024-10-19,Customer_655,Keyboard,North,1,44213,44213.0
1230,2023-09-07,Customer_129,Printer,South,2,73141,146282.0
1231,2023-08-01,Customer_601,Mobile,South,6,19840,119040.0
1232,2024-09-02,Customer_3,Tablet,South,3,71307,213921.0
1233,2023-09-14,Customer_818,Mobile,North,1,17775,17775.0
1234,2023-01-16,Customer_367,Printer,South,10,42937,429370.0
1235,2023-01-17,Customer_179,Tablet,North,3,55676,167028.0
1236,2024-06-22,Customer_117,Mouse,North,8,59256,474048.0
1237,2024-01-06,Customer_526,Keyboard,North,8,66539,532312.0
1238,2023-08-15,Customer_969,Keyboard,North,9,40035,360315.0
1239,2024-04-14,Customer_659,Laptop,North,8,53140,425120.0
1240,2024-03-12,Customer_703,Laptop,West,8,10132,81056.0
1241,2023-03-24,Customer_330,Keyboard,South,2,17040,34080.0
1242,2023-10-09,Customer_640,Mouse,East,7,78801,551607.0
1243,2024-06-27,Customer_302,Monitor,West,2,15496,30992.0
1244,2024-11-01,Customer_667,Printer,South,7,59686,417802.0
1245,2023-08-22,Customer_424,Tablet,West,7,55024,385168.0
1246,2023-04-08,Customer_321,Monitor,East,5,49560,247800.0
1247,2023-06-06,Customer_704,Monitor,North,2,11688,23376.0
1248,2023-04-06,Customer_443,Laptop,East,3,73424,220272.0
1249,2023-03-03,Customer_601,Keyboard,East,2,54345,108690.0
1250,2023-12-29,Customer_895,Mouse,West,1,38200,38200.0
1251,2024-09-06,Customer_320,Tablet,North,10,67007,670070.0
1252,2023-08-06,Customer_159,Mouse,West,4,14684,58736.0
1253,2023-12-25,Customer_866,Keyboard,East,2,37012,74024.0
1254,2024-08-10,Customer_232,Printer,West,9,73472,661248.0
1255,2023-01-27,Customer_624,Mouse,East,1,24147,24147.0
1256,2023-10-07,Customer_720,Printer,East,6,46509,279054.0
1257,2023-01-07,Customer_186,Printer,South,10,53031,530310.0
1258,2023-03-13,Customer_146,Mouse,North,2,70031,140062.0
1259,2023-08-09,Customer_386,Monitor,West,6,21131,126786.0
1260,2024-01-14,Customer_320,Mouse,East,10,78648,786480.0
1261,2023-03-28,Customer_905,Laptop,South,3,7022,21066.0
1262,2024-11-21,Customer_84,Tablet,West,7,64156,449092.0
1263,2024-09-13,Customer_453,Monitor,East,4,67654,270616.0
1264,2023-04-27,Customer_354,Monitor,North,5,78243,391215.0
1265,2024-05-13,Customer_540,Mouse,East,1,29403,29403.0
1266,2024-02-09,Customer_614,Laptop,North,4,40007,160028.0
1267,2023-08-05,Customer_786,Mobile,East,5,43507,217535.0
1268,2023-05-03,Customer_8,Monitor,West,3,17432,52296.0
1269,2024-01-25,Customer_546,Mouse,South,9,73733,663597.0
1270,2024-11-15,Customer_826,Tablet,North,7,6044,42308.0
1271,2024-03-22,Customer_20,Monitor,North,6,75965,455790.0
1272,2024-03-15,Customer_588,Monitor,West,5,15596,77980.0
1273,2024-02-19,Customer_22,Tablet,South,10,60805,608050.0
1274,2024-12-07,Customer_942,Tablet,North,7,14375,100625.0
1275,2023-09-07,Customer_447,Keyboard,West,9,10808,97272.0
1276,2024-02-10,Customer_892,Tablet,East,4,44155,176620.0
1277,2023-06-22,Customer_79,Keyboard,North,9,67340,606060.0
1278,2023-07-18,Customer_928,Printer,East,6,19858,119148.0
1279,2023-08-30,Customer_106,Mobile,East,4,23240,92960.0
1280,2024-09-08,Customer_157,Printer,North,3,65264,195792.0
1281,2024-04-20,Customer_773,Keyboard,West,10,42863,428630.0
1282,2024-10-04,Customer_324,Mobile,West,2,61962,123924.0
1283,2024-03-28,Customer_647,Tablet,East,10,7862,78620.0
1284,2023-12-27,Customer_520,Laptop,East,8,59733,477864.0
1285,2023-02-08,Customer_59,Tablet,East,2,12335,24670.0
1286,2024-09-21,Customer_609,Keyboard,West,8,76564,612512.0
1287,2024-07-21,Customer_978,Printer,North,8,75428,603424.0
1288,2024-10-29,Customer_193,Tablet,West,9,20273,182457.0
1289,2023-03-05,Customer_462,Laptop,East,2,66632,133264.0
1290,2024-10-23,Customer_177,Laptop,South,8,58095,464760.0
1291,2024-06-20,Customer_536,Keyboard,South,6,49370,296220.0
1292,2023-10-17,Customer_397,Monitor,East,10,7363,73630.0
1293,2024-10-08,Customer_663,Tablet,North,6,12887,77322.0
1294,2024-07-25,Customer_695,Monitor,East,5,79497,397485.0
1295,2023-06-03,Customer_342,Laptop,South,6,41162,246972.0
1296,2024-11-02,Customer_716,Mouse,West,3,78493,235479.0
1297,2024-12-26,Customer_961,Laptop,East,9,49872,448848.0
1298,2024-10-20,Customer_811,Tablet,South,9,12749,114741.0
1299,2024-10-23,Customer_687,Monitor,East,1,48026,48026.0
1300,2023-11-13,Customer_185,Mobile,East,8,25666,205328.0
1301,2023-08-20,Customer_141,Mobile,North,5,13756,68780.0
1302,2024-06-03,Customer_790,Keyboard,North,6,17676,106056.0
1303,2024-09-03,Customer_386,Mobile,South,3,22197,66591.0
1304,2024-03-24,Customer_45,Monitor,East,4,58722,234888.0
1305,2024-09-17,Customer_292,Printer,West,4,70493,281972.0
1306,2023-09-02,Customer_317,Printer,West,4,48713,194852.0
1307,2024-11-25,Customer_970,Keyboard,West,8,37432,299456.0
1308,2024-01-27,Customer_515,Keyboard,West,3,26674,80022.0
1309,2024-09-11,Customer_142,Printer,East,1,63491,63491.0
1310,2024-01-16,Customer_568,Laptop,North,5,11493,57465.0
1311,2023-06-14,Customer_280,Monitor,South,7,12521,87647.0
1312,2023-08-16,Customer_837,Monitor,East,1,54881,54881.0
1313,2023-02-24,Customer_406,Keyboard,East,4,51115,204460.0
1314,2023-03-25,Customer_384,Mobile,North,6,13487,80922.0
1315,2024-10-27,Customer_344,Printer,South,3,5520,16560.0
1316,2023-10-21,Customer_940,Printer,West,3,61987,185961.0
1317,2024-04-04,Customer_631,Laptop,North,1,34044,34044.0
1318,2023-08-09,Customer_856,Mobile,West,2,38262,76524.0
1319,2023-09-01,Customer_309,Laptop,North,4,55527,222108.0
1320,2024-10-16,Customer_813,Keyboard,West,2,15030,30060.0
1321,2024-05-26,Customer_612,Keyboard,North,9,75872,682848.0
1322,2023-09-05,Customer_736,Mobile,East,7,705,4935.0
1323,2024-09-21,Customer_362,Mobile,West,3,11721,35163.0
1324,2024-06-20,Customer_999,Tablet,North,9,71813,646317.0
1325,2024-06-03,Customer_806,Keyboard,North,7,62121,434847.0
1326,2023-02-14,Customer_651,Monitor,East,5,2628,13140.0
1327,2024-01-01,Customer_808,Laptop,East,4,14087,56348.0
1328,2024-08-18,Customer_753,Printer,East,3,6311,18933.0
1329,2023-12-27, customer_560 ,Tablet,South,8,63222,505776.0
1330,2024-10-08,Customer_187,Printer,South,2,60488,120976.0
1331,2023-02-07,Customer_301,Mobile,North,4,5992,23968.0
1332,2023-11-20,Customer_956,Tablet,West,9,62549,562941.0
1333,2023-09-17,Customer_38,Printer,South,5,47289,236445.0
1334,2023-02-18,Customer_887,Mouse,East,5,16815,84075.0
1335,2024-01-12,Customer_448,Monitor,West,7,44938,314566.0
1336,2023-07-11,Customer_509,Mouse,West,6,68562,411372.0
1337,2023-10-01,Customer_821,Laptop,West,2,56940,113880.0
1338,2024-09-08,Customer_843,Mobile,East,6,13947,83682.0
1339,2023-03-23,Customer_336,Mouse,East,5,58947,294735.0
1340,2024-09-09,Customer_735,Monitor,South,8,46577,372616.0
1341,2024-04-02,Customer_44,Mouse,East,10,57508,575080.0
1342,2023-10-09,Customer_655,Printer,North,2,53742,107484.0
1343,2024-01-08,Customer_526,Printer,South,1,19214,19214.0
1344,2024-09-14,Customer_695,Printer,West,1,17045,17045.0
1345,2023-03-10,Customer_242,Printer,East,6,50681,304086.0
1346,2024-08-03,Customer_34,Keyboard,South,8,49123,392984.0
1347,2024-01-16,Customer_455,Printer,North,10,18547,185470.0
1348,2024-06-26,Customer_376,Monitor,East,5,33217,166085.0
1349,2023-04-27,Customer_27,Mouse,South,8,68361,546888.0
1350,2024-02-01,Customer_936,Keyboard,North,5,34616,173080.0
1351,2024-12-21,Customer_457,Mobile,East,8,26737,213896.0
1352,2023-05-06,Customer_139,Printer,North,8,23130,185040.0
1353,2024-12-31,Customer_456,Laptop,East,6,9011,54066.0
1354,2024-07-17,Customer_556,Tablet,East,3,23318,69954.0
1355,2024-01-06,Customer_521,Mobile,North,4,18702,74808.0
1356,2023-08-31,Customer_810,Monitor,North,6,73116,438696.0
1357,2024-08-09,Customer_378,Monitor,South,10,11800,118000.0
1358,2023-03-09,Customer_317,Monitor,West,9,54343,489087.0
1359,2024-02-24,Customer_844,Keyboard,North,3,42053,126159.0
1360,2024-10-19,Customer_76,Monitor,West,9,45656,410904.0
1361,2023-05-12,Customer_900,Printer,South,3,57204,171612.0
1362,2024-05-29,Customer_933,Printer,North,2,68408,136816.0
1363,2023-06-06,Customer_312,Mobile,South,6,30052,180312.0
1364,2023-12-21,Customer_971,Keyboard,East,2,33347,66694.0
1365,2023-07-21,Customer_651,Keyboard,East,3,40191,120573.0
1366,2024-09-21,Customer_547,Laptop,South,10,76606,766060.0
1367,2023-06-07,Customer_176,Mouse,East,10,5899,58990.0
1368,2023-01-30,Customer_84,Laptop,East,4,75491,301964.0
1369,2024-03-02,Customer_633,Mouse,North,8,72009,576072.0
1370,2023-10-24,Customer_658,Tablet,West,4,53727,214908.0
1371,2023-11-01,Customer_465,Laptop,North,3,58119,174357.0
1372,2024-03-01,Customer_496,Monitor,South,6,19330,115980.0
1373,2023-11-17,Customer_883,Mouse,East,6,52760,316560.0
1374,2023-05-14,Customer_779,Tablet,North,6,32185,193110.0
1375,2024-04-22,Customer_126,Tablet,West,4,18965,75860.0
1376,2023-04-10,Customer_52,Tablet,West,10,55305,553050.0
1377,2023-09-12,Customer_986,Printer,South,6,76218,457308.0
1378,2023-11-17,Customer_195,Printer,South,8,67966,
1379,2024-04-23,Customer_511,Tablet,West,1,12302,12302.0
1380,2024-02-07,Customer_518,Monitor,South,4,76960,307840.0
1381,2023-12-28,Customer_50,Laptop,East,8,78817,630536.0
1382,2024-10-31,Customer_689,Monitor,East,9,1571,14139.0
1383,2023-04-21,Customer_442,Mobile,East,6,53355,320130.0
1384,2024-01-10,Customer_47,Monitor,North,10,74138,741380.0
1385,2023-07-19,Customer_372,Keyboard,East,2,51139,102278.0
1386,2024-05-31,Customer_462,Printer,East,10,16072,160720.0
1387,2023-05-12,Customer_999,Laptop,West,6,44944,269664.0
1388,2024-07-25,Customer_962,Tablet,South,4,79466,317864.0
1389,2024-06-05,Customer_412,Keyboard,North,1,5600,5600.0
1390,2023-05-21,Customer_731,Tablet,West,9,60398,543582.0
1391,2023-06-02,Customer_621,Keyboard,South,6,42250,253500.0
1392,2023-06-16,Customer_403,Keyboard,East,10,44589,445890.0
1393,2024-06-03,Customer_849,Keyboard,West,10,39794,397940.0
1394,2024-05-01,Customer_836,Laptop,East,6,14866,89196.0
1395,2024-03-02,Customer_598,Tablet,North,10,62705,627050.0
1396,2023-09-29,Customer_991,Mouse,South,1,76983,76983.0
1397,2024-05-06,Customer_175,Keyboard,West,3,32245,96735.0
1398,2023-02-02,Customer_587,Mouse,North,4,2982,11928.0
1399,2024-03-27,Customer_322,Monitor,South,7,27224,190568.0
1400,2024-02-25,Customer_514,Printer,West,1,18598,18598.0
1401,2024-06-15,Customer_213,Keyboard,East,8,69375,555000.0
1402,2024-01-21,Customer_322,Mobile,West,9,45369,408321.0
1403,2024-07-13,Customer_363,Mouse,East,10,63962,639620.0
1404,2023-07-16, customer_981 ,Mobile,East,9,39624,356616.0
1405,2023-08-19,Customer_965,Tablet,East,4,64594,258376.0
1406,2023-11-21,Customer_492,Tablet,East,5,16474,82370.0
1407,2024-08-10,Customer_693,Keyboard,West,7,45737,320159.0
1408,2023-05-30,Customer_298,Laptop,East,2,45898,91796.0
1409,2024-03-28,Customer_672,Tablet,West,4,26985,107940.0
1410,2024-07-05,Customer_278,Keyboard,East,3,14816,44448.0
1411,2024-09-22,Customer_759,Keyboard,South,4,7153,28612.0
1412,2024-11-16,Customer_927,Keyboard,South,4,7380,29520.0
1413,2023-04-13,Customer_424,Tablet,West,2,18518,37036.0
1414,2023-01-06,Customer_988,Keyboard,South,7,62850,439950.0
1415,2024-05-03,Customer_667,Mobile,East,6,37909,227454.0
1416,2024-10-23,Customer_61,Printer,North,10,30937,309370.0
1417,2024-07-01,Customer_757,Mouse,North,3,55273,165819.0
1418,2023-06-30,Customer_957,Laptop,West,8,24920,199360.0
1419,2023-10-24,Customer_898,Laptop,North,5,74943,374715.0
1420,2024-09-09,Customer_110,Tablet,East,8,71711,573688.0
1421,2024-06-20,Customer_506,Mobile,West,5,25772,128860.0
1422,2023-04-26,Customer_339,Mobile,West,5,24905,124525.0
